case_id,jurisdiction,domain,damage_type,initial_claim,final_award,iterations,court_level,year,converged,convergence_gap,notes
BD-HK-0031,HK,ip,compensatory,2500000,1600000,1,trial,2021,True,0,Copyright infringement of architectural drawings. Copyright Ordinance (Cap 528) s.35 applied. Court assessed damages at HK$1.6M based on lost licensing fees and infringing profit
BD-HK-0032,HK,ip,account_of_profits,5000000,3200000,2,appeal,2020,True,150000,Trade mark infringement of luxury brand. Account of profits ordered under Trade Marks Ordinance (Cap 559) s.20. Appeal upheld HK$3.2M as infringer's actual profit attributable to mark use
BD-HK-0033,HK,ip,compensatory,8000000,5100000,2,appeal,2019,False,400000,Patent infringement of pharmaceutical process. Patents Ordinance (Cap 514) s.71 applied. Claimed HK$8M lost profits. Appeal reduced to HK$5.1M as non-infringing alternatives available
BD-HK-0034,HK,ip,statutory,1500000,950000,1,trial,2018,True,0,Copyright infringement with statutory damages election. Copyright Ordinance (Cap 528) s.38 allows additional damages. Court awarded HK$950K statutory damages for flagrant infringement
BD-HK-0035,HK,ip,compensatory,3500000,2200000,1,trial,2022,True,0,Trade mark infringement damages under Trade Marks Ordinance (Cap 559) s.46. Counterfeit goods case. Court assessed actual damages at HK$2.2M including lost sales and brand dilution
BD-HK-0036,HK,ip,account_of_profits,6000000,3900000,2,appeal,2021,True,180000,Patent infringement account of profits. Patents Ordinance (Cap 514) s.71. Claimed HK$6M. Appeal held HK$3.9M as proper proportion of total profit attributable to patented feature
BD-HK-0037,HK,ip,compensatory,4500000,2800000,2,appeal,2017,True,120000,Copyright infringement of software code. Copyright Ordinance (Cap 528) s.35. Claimed HK$4.5M. Appeal upheld HK$2.8M as reasonable royalty and lost licence fees
BD-HK-0038,HK,ip,statutory,2000000,1300000,1,trial,2023,True,0,Statutory damages for wilful trade mark infringement. Trade Marks Ordinance (Cap 559) s.46. Court awarded HK$1.3M statutory damages reflecting flagrancy and need for deterrence
BD-HK-0039,HK,ip,compensatory,5500000,3500000,2,appeal,2020,False,220000,Patent infringement of electronics design. Patents Ordinance (Cap 514) s.71. Claimed HK$5.5M. Appeal reduced to HK$3.5M after apportionment for non-infringing components
BD-HK-0040,HK,ip,account_of_profits,4000000,2600000,1,trial,2016,True,0,Copyright infringement of film content. Account of profits under Copyright Ordinance (Cap 528) s.38. Court assessed infringer's profit at HK$2.6M from unauthorised distribution revenue
BD-HK-0041,HK,corporate,compensatory,12000000,7800000,2,appeal,2021,True,300000,Derivative action for breach of fiduciary duty by directors. Common law derivative action principles. Claimed HK$12M diverted profits. Appeal upheld HK$7.8M as misappropriation proved
BD-HK-0042,HK,corporate,compensatory,8000000,5200000,1,trial,2020,True,0,Breach of directors' duties under Companies Ordinance (Cap 622) s.465 (PENDING_VERIFICATION). Claimed HK$8M for conflicted transaction. Court awarded HK$5.2M as disgorgement of benefit
BD-HK-0043,HK,corporate,compensatory,5000000,3300000,2,appeal,2019,False,250000,Unfair prejudice petition under Companies Ordinance (Cap 622) (PENDING_VERIFICATION). Minority shareholder claimed HK$5M for exclusion from management. Appeal ordered buy-out at HK$3.3M
BD-HK-0044,HK,corporate,compensatory,15000000,9500000,2,appeal,2022,True,400000,Breach of fiduciary duty and knowing receipt. Claimed HK$15M diverted corporate assets. Common law principles applied. Appeal upheld HK$9.5M as tracing and restitution remedy
BD-HK-0045,HK,corporate,compensatory,6000000,3900000,1,trial,2018,True,0,Negligent misstatement by directors in investment circular. Claimed HK$6M. Common law duty of care applied. Awarded HK$3.9M as foreseeable reliance damages under Caparo principles
BD-HK-0046,HK,labor,compensatory,2500000,1600000,2,appeal,2021,True,80000,Wrongful dismissal claim under Employment Ordinance (Cap 57) (PENDING_VERIFICATION for s.32). Claimed HK$2.5M for unreasonable dismissal. Appeal upheld HK$1.6M including reinstatement remedy value
BD-HK-0047,HK,labor,statutory,800000,520000,1,trial,2020,True,0,Severance payment claim under Employment Ordinance (Cap 57). Statutory formula applied: 2/3 of last monthly wages x reckonable years. Assessed at HK$520K for 18 years service with monthly wage HK$43K
BD-HK-0048,HK,labor,compensatory,1500000,950000,2,appeal,2019,True,50000,Disability discrimination claim under Disability Discrimination Ordinance (Cap 487). Claimed HK$1.5M for discriminatory termination. Appeal upheld HK$950K including injury to feelings and aggravated damages
BD-HK-0049,HK,labor,compensatory,3500000,2200000,2,appeal,2022,False,180000,Wrongful dismissal of senior executive under Employment Ordinance (Cap 57) (PENDING_VERIFICATION for s.32). Claimed HK$3.5M. Appeal reduced to HK$2.2M as notice period mitigation found
BD-HK-0050,HK,labor,statutory,600000,390000,1,trial,2018,True,0,Long service payment claim under Employment Ordinance (Cap 57). Statutory formula: 2/3 of last monthly wages x reckonable years. Assessed at HK$390K for 15 years service with monthly wage HK$39K
BD-HK-0051,HK,contract,liquidated_damages,8500000,2800000,1,trial,2018,True,0,依据Dunlop v New Garage [1915] AC 79判定违约金条款构成penalty clause而无效。按Cap 26 PENDING_VERIFICATION损害赔偿范围计算实际损失为HK$2.8M。一审终结。
BD-HK-0052,HK,contract,compensatory,3500000,1500000,2,appeal,2020,True,80000,基于Cap 623第三方权利条例，违约赔偿包括可预见的间接损失。上诉庭维持原判，最终赔偿HK$1.5M；两轮差距约5.3%(<10%)。
BD-HK-0053,HK,contract,compensatory,12000000,5200000,2,appeal,2019,False,1200000,工程合同纠纷。一审HK$6.4M，上诉庭改判HK$5.2M。两轮差距18.75%(>10%)，未收敛。引用Hadley v Baxendale原则（PENDING_VERIFICATION）。
BD-HK-0054,HK,contract,compensatory,1800000,720000,1,trial,2021,True,0,房屋租赁合同违约。按Cap 26 PENDING_VERIFICATION计算直接损失与可预见利润损失。一审终结，赔偿HK$720K。
BD-HK-0055,HK,contract,compensatory,6000000,2400000,2,appeal,2017,True,150000,供应合同违约。一审HK$2.55M，上诉维持HK$2.4M。两轮差距约5.9%(<10%)，已收敛。适用Cap 623第三方权利。
BD-HK-0056,HK,contract,liquidated_damages,4500000,1200000,1,trial,2015,True,0,违约金条款被认定为惩罚性条款无效。按Dunlop v New Garage标准调整至实际损失HK$1.2M。Cap 26 PENDING_VERIFICATION。
BD-HK-0057,HK,contract,compensatory,20000000,8000000,2,supreme,2022,True,400000,重大商事合同违约。一审HK$8.4M，终审维持HK$8M。差距约4.8%(<10%)。适用信赖利益原则。
BD-HK-0058,HK,contract,compensatory,3200000,1100000,2,appeal,2016,False,350000,货物买卖合同纠纷。一审HK$1.45M，上诉改判HK$1.1M。差距24.1%(>10%)。Cap 26 PENDING_VERIFICATION。
BD-HK-0059,HK,contract,compensatory,5500000,2200000,1,trial,2014,True,0,服务合同违约。按Cap 623计算直接损失与利润损失。一审终结，HK$2.2M。
BD-HK-0060,HK,contract,compensatory,7800000,3100000,2,appeal,2023,True,90000,联营合同违约。一审HK$3.19M，上诉维持HK$3.1M。差距约2.8%(<10%)。适用Dunlop v New Garage原则。
BD-HK-0061,HK,contract,compensatory,1500000,600000,1,trial,2012,True,0,小型供货合同违约。一审终结，赔偿HK$600K。Cap 26 PENDING_VERIFICATION。
BD-HK-0062,HK,contract,liquidated_damages,10000000,3800000,2,appeal,2018,True,200000,大型基建合同违约金争议。一审HK$4.0M，上诉维持HK$3.8M。差距5%(<10%)。按Dunlop v New Garage标准调整。
BD-HK-0063,HK,contract,compensatory,4200000,1750000,1,trial,2019,True,0,软件开发合同违约。一审终结，赔偿HK$1.75M。引用Cap 623第三方权利条例。
BD-HK-0064,HK,contract,compensatory,9000000,3500000,2,appeal,2021,False,600000,合资协议违约。一审HK$4.1M，上诉改判HK$3.5M。差距14.6%(>10%)。Cap 26 PENDING_VERIFICATION。
BD-HK-0065,HK,contract,compensatory,2500000,950000,1,trial,2013,True,0,咨询合同违约。一审终结，赔偿HK$950K。适用普通法违约赔偿原则。
BD-HK-0066,HK,tort,compensatory,25000000,8500000,2,appeal,2018,True,300000,医疗过失致人身伤害。一审HK$8.8M，上诉维持HK$8.5M。差距3.4%(<10%)。适用Donoghue v Stevenson [1932] AC 562过失原则与Cap 314占用人法律责任。
BD-HK-0067,HK,tort,compensatory,12000000,4200000,2,appeal,2016,False,850000,交通事故人身伤害。一审HK$5.05M，上诉改判HK$4.2M。差距16.8%(>10%)。适用Cap 314占用人法律责任条例。
BD-HK-0068,HK,tort,compensatory,8000000,3200000,1,trial,2020,True,0,工业意外人身伤害。一审终结，赔偿HK$3.2M。依据Cap 282雇员补偿条例计算，并叠加普通法赔偿。
BD-HK-0069,HK,tort,compensatory,35000000,12500000,2,supreme,2022,True,500000,严重医疗事故致终身残疾。一审HK$13M，终审维持HK$12.5M。差距3.8%(<10%)。引用Donoghue v Stevenson原则与Cap 314。
BD-HK-0070,HK,tort,compensatory,5000000,1800000,1,trial,2014,True,0,滑倒事故人身伤害。一审终结，赔偿HK$1.8M。适用Cap 314占用人法律责任条例第2条谨慎责任。
BD-HK-0071,HK,tort,compensatory,18000000,6500000,2,appeal,2019,True,150000,产品责任致人身伤害。一审HK$6.65M，上诉维持HK$6.5M。差距2.3%(<10%)。适用Donoghue v Stevenson原则。
BD-HK-0072,HK,tort,compensatory,4500000,1600000,1,trial,2017,True,0,职业疏忽致财产损失。一审终结，赔偿HK$1.6M。引用Cap 314与Cap 21诽谤条例（PENDING_VERIFICATION）。
BD-HK-0073,HK,tort,compensatory,22000000,7800000,2,appeal,2015,False,1100000,建筑事故致重伤。一审HK$8.9M，上诉改判HK$7.8M。差距12.4%(>10%)。适用Cap 314占用人法律责任。
BD-HK-0074,HK,tort,compensatory,6500000,2400000,1,trial,2011,True,0,动物袭击致人身伤害。一审终结，赔偿HK$2.4M。适用普通法严格责任原则。
BD-HK-0075,HK,tort,compensatory,15000000,5200000,2,appeal,2021,True,200000,环境污染致健康损害。一审HK$5.4M，上诉维持HK$5.2M。差距3.7%(<10%)。引用Rylands v Fletcher原则（PENDING_VERIFICATION）。
BD-HK-0076,HK,tort,compensatory,4200000,1500000,1,trial,2013,True,0,过失致精神损害。一审终结，赔偿HK$1.5M。适用Cap 314占用人法律责任。
BD-HK-0077,HK,tort,compensatory,30000000,11000000,2,supreme,2024,True,400000,重大医疗过失致死。一审HK$11.4M，终审维持HK$11M。差距3.5%(<10%)。适用Donoghue v Stevenson原则与Cap 314。
BD-HK-0078,HK,tort,compensatory,2800000,1000000,1,trial,2010,True,0,行人交通事故。一审终结，赔偿HK$1M。适用Cap 314占用人法律责任条例。
BD-HK-0079,HK,tort,compensatory,10000000,3600000,2,appeal,2018,False,700000,诽谤侵权（口头诽谤）。一审HK$4.3M，上诉改判HK$3.6M。差距16.3%(>10%)。适用Cap 21诽谤条例第3条道歉减刑。
BD-HK-0080,HK,tort,compensatory,5500000,2000000,1,trial,2016,True,0,过失致财产毁损。一审终结，赔偿HK$2M。适用普通法过失责任原则。
BD-HK-0081,HK,ip,compensatory,5000000,1800000,1,trial,2019,True,0,版权侵权（软件复制）。一审终结，赔偿HK$1.8M。依据Cap 528版权条例§35-§38计算损害赔偿。
BD-HK-0082,HK,ip,compensatory,8000000,3200000,2,appeal,2017,True,100000,商标侵权纠纷。一审HK$3.3M，上诉维持HK$3.2M。差距3%(<10%)。Cap 514 §71 PENDING_VERIFICATION。
BD-HK-0083,HK,ip,compensatory,3500000,1400000,1,trial,2015,True,0,专利侵权（外观设计）。一审终结，赔偿HK$1.4M。Cap 559 §20 PENDING_VERIFICATION。
BD-HK-0084,HK,ip,lost_profits,6000000,2400000,2,appeal,2020,True,80000,商业秘密侵权致利润损失。一审HK$2.48M，上诉维持HK$2.4M。差距3.2%(<10%)。适用Cap 528版权条例相关原则。
BD-HK-0085,HK,ip,compensatory,4200000,1500000,1,trial,2013,True,0,假冒商品侵权。一审终结，赔偿HK$1.5M。依据Cap 514商标条例（PENDING_VERIFICATION）与Cap 528版权条例。
BD-HK-0086,HK,ip,compensatory,2500000,950000,1,trial,2016,True,0,网络版权侵权。一审终结，赔偿HK$950K。适用Cap 528 §35版权侵权损害赔偿。
BD-HK-0087,HK,ip,compensatory,7500000,2800000,2,appeal,2022,False,450000,专利侵权（发明）。一审HK$3.25M，上诉改判HK$2.8M。差距13.8%(>10%)。Cap 559 PENDING_VERIFICATION。
BD-HK-0088,HK,ip,compensatory,1800000,650000,1,trial,2011,True,0,小型商标侵权。一审终结，赔偿HK$650K。Cap 514 §71 PENDING_VERIFICATION。
BD-HK-0089,HK,ip,lost_profits,10000000,3800000,2,appeal,2018,True,150000,版权侵权致利润损失。一审HK$3.95M，上诉维持HK$3.8M。差距3.8%(<10%)。适用Cap 528 §38计算利润损失。
BD-HK-0090,HK,ip,compensatory,5500000,2100000,1,trial,2024,True,0,外观设计侵权。一审终结，赔偿HK$2.1M。Cap 559 PENDING_VERIFICATION。
BD-HK-0091,HK,corporate,compensatory,15000000,5500000,2,appeal,2020,True,250000,股东不公平损害诉讼。一审HK$5.75M，上诉维持HK$5.5M。差距4.3%(<10%)。依据Cap 622公司条例第724条。
BD-HK-0092,HK,corporate,compensatory,8000000,2800000,2,appeal,2017,False,600000,董事违反信义义务致公司损失。一审HK$3.4M，上诉改判HK$2.8M。差距17.6%(>10%)。适用Cap 622第465条董事勤勉义务。
BD-HK-0093,HK,corporate,compensatory,12000000,4200000,1,trial,2019,True,0,证券内幕交易民事赔偿。一审终结，赔偿HK$4.2M。依据Cap 571证券及期货条例第281条与第305条。
BD-HK-0094,HK,corporate,compensatory,5000000,1800000,1,trial,2015,True,0,公司清盘衍生诉讼。一审终结，赔偿HK$1.8M。适用Cap 622公司条例第724条与第732条。
BD-HK-0095,HK,corporate,compensatory,20000000,7200000,2,supreme,2022,True,300000,重大上市公司虚假陈述赔偿。一审HK$7.5M，终审维持HK$7.2M。差距4%(<10%)。适用Cap 571第XIVA部内幕消息披露。
BD-HK-0096,HK,labor,compensatory,1800000,650000,1,trial,2018,True,0,非法解雇赔偿。一审终结，赔偿HK$650K。依据Cap 57雇佣条例第70条计算遣散费与额外赔偿。
BD-HK-0097,HK,labor,compensatory,3200000,1200000,2,appeal,2020,True,50000,工伤普通法赔偿叠加。一审HK$1.25M，上诉维持HK$1.2M。差距4%(<10%)。适用Cap 282雇员补偿条例与Cap 57雇佣条例。
BD-HK-0098,HK,labor,compensatory,5000000,1800000,2,appeal,2016,False,350000,歧视性解雇赔偿。一审HK$2.15M，上诉改判HK$1.8M。差距16.3%(>10%)。依据Cap 57雇佣条例与《性别歧视条例》PENDING_VERIFICATION。
BD-HK-0099,HK,labor,compensatory,800000,300000,1,trial,2013,True,0,未支付最低工资索赔。一审终结，赔偿HK$300K。依据Cap 608最低工资条例每小时$40标准计算欠薪。
BD-HK-0100,HK,labor,compensatory,4500000,1600000,1,trial,2021,True,0,"长期服务金与遣散费争议。一审终结，赔偿HK$1.6M。依据Cap 57雇佣条例第31条计算遣散费（月薪上限$22,500×2/3×年资）。"
BD-US-0001,US,contract,compensatory,500000,380000,2,appeal,2022,True,0,Breach of contract for sale of goods. Buyer claimed $500K consequential damages. Court applied Hadley v Baxendale foreseeability limit; reduced to $380K. UCC §2-715
BD-US-0002,US,contract,compensatory,850000,520000,1,trial,2023,True,0,Software development contract breach. Plaintiff claimed lost profits of $850K. Court found damages speculative under Hadley foreseeability; awarded $520K under UCC §2-715(2)(a) after cover mitigation.
BD-US-0003,US,contract,liquidated_damages,120000,120000,1,trial,2021,True,0,Construction delay penalty. Liquidated damages clause upheld at $120K. Court rejected unconscionability challenge under UCC §2-302; found reasonable forecast of actual damages.
BD-US-0004,US,contract,compensatory,2500000,1750000,2,appeal,2020,True,0,Supply chain disruption. Buyer claimed $2.5M consequential damages from supplier breach. Appellate court affirmed trial reduction to $1.75M based on foreseeability under Hadley v Baxendale and UCC §2-715.
BD-US-0005,US,contract,attorney_fees,45000,32000,1,trial,2024,True,0,Small claims commercial lease dispute. Court awarded $32K attorney fees under prevailing-party fee-shifting clause; reduced from $45K claim as unreasonable hours under UCC-related contract remedy.
BD-US-0006,US,contract,lost_profits,1800000,900000,2,appeal,2019,False,450000,Exclusive distribution agreement breach. Trial court awarded $1.35M lost profits. Appellate court reduced to $900K under UCC §2-715; found insufficient evidence for portion of future lost profits. Gap reflects trial-to-appeal reduction.
BD-US-0007,US,contract,compensatory,75000,48000,1,trial,2023,True,0,Service contract for equipment repair. Plaintiff claimed $75K for non-conforming work and subsequent equipment damage. Court awarded $48K under UCC §2-714(1) for value as delivered vs. value as warranted.
BD-US-0008,US,contract,liquidated_damages,500000,350000,2,appeal,2022,False,150000,Real estate purchase agreement default. Liquidated damages clause set at $500K. Trial court upheld full amount. Appellate court reduced to $350K under UCC §2-302 unconscionability analysis; found penalty element excessive.
BD-US-0009,US,contract,litigation_costs,28000,22000,1,trial,2024,True,0,Invoice dispute for consulting services. Court awarded $22K in litigation costs including filing fees and deposition costs; reduced from $28K claim for unnecessary expert testimony. Contract remedy under UCC §2-715(1) incidental damages.
BD-US-0010,US,contract,compensatory,4200000,2100000,2,appeal,2021,True,0,Commercial property lease breach by landlord. Plaintiff claimed $4.2M for relocation and lost profits. Appellate court affirmed $2.1M under UCC §2-715 and Restatement (Second) of Contracts §347; found foreseeability satisfied but mitigation required.
BD-US-0011,US,contract,compensatory,150000,95000,1,trial,2020,True,0,Wholesale goods delivery breach. Buyer claimed $150K for non-conforming shipment and resale losses. Court awarded $95K under UCC §2-714; reduced due to failure to mitigate by cover under §2-712.
BD-US-0012,US,contract,attorney_fees,180000,145000,2,appeal,2023,True,0,Franchise agreement termination dispute. Trial court awarded $180K fees. Appellate court affirmed $145K; found $35K excessive for duplicative work under prevailing-party contractual fee-shifting clause.
BD-US-0013,US,contract,liquidated_damages,200000,200000,1,trial,2019,True,0,Vendor non-compete breach liquidated damages. Court upheld $200K as reasonable estimate of harm under UCC §2-302; rejected unconscionability argument based on parties' bargaining positions.
BD-US-0014,US,contract,lost_profits,3600000,1800000,2,appeal,2022,True,0,Technology licensing breach. Plaintiff claimed lost profits from excluded market territory. Court applied Hadley foreseeability rule; reduced from $3.6M to $1.8M under UCC §2-715(2)(a). Appellate court affirmed.
BD-US-0015,US,contract,compensatory,600000,350000,1,trial,2024,True,0,Manufacturing equipment supply breach. Plaintiff claimed $600K for defective machinery causing production stoppage. Court awarded $350K under UCC §2-714(3) and §2-715(2)(b); found causation for remaining $250K speculative.
BD-US-0016,US,tort,compensatory,2500000,1800000,2,appeal,2021,True,0,Medical malpractice wrongful death. Estate claimed $2.5M. Appellate court affirmed $1.8M compensatory for lost earnings and emotional distress under Restatement (Second) of Torts §903; found non-economic damages cap inapplicable.
BD-US-0017,US,tort,punitive,5000000,1200000,2,appeal,2023,False,800000,Product liability defective auto. Jury awarded $5M punitive. Appellate court reduced to $1.2M under State Farm v Campbell (538 U.S. 408) ratio guide; found 4:1 ratio constitutional with $300K compensatory. Gap reflects trial-to-appeal reduction.
BD-US-0018,US,tort,compensatory,15000000,9500000,2,appeal,2020,True,0,Commercial truck accident catastrophic injury. Plaintiff claimed $15M for lifetime care and lost earnings. Appellate court affirmed $9.5M under Restatement (Second) of Torts §906; found future medical damages properly supported by expert testimony.
BD-US-0019,US,tort,emotional_distress,800000,350000,1,trial,2022,True,0,Intentional infliction of emotional distress claim. Plaintiff claimed $800K from employer harassment. Court awarded $350K under Restatement (Second) of Torts §46; found severe emotional distress but insufficient evidence for full claim.
BD-US-0020,US,tort,punitive,12000000,3600000,2,appeal,2019,False,2400000,Environmental contamination by industrial defendant. Jury awarded $12M punitive. Appellate court reduced to $3.6M under State Farm v Campbell single-digit ratio guide; applied 3:1 cap with $1.2M compensatory. Gap reflects trial-to-appeal reduction.
BD-US-0021,US,tort,compensatory,450000,280000,1,trial,2024,True,0,Slip and fall premises liability. Plaintiff claimed $450K for hip fracture and rehab. Court awarded $280K under Restatement (Second) of Torts §907; found plaintiff 30% comparatively negligent under state comparative fault statute.
BD-US-0022,US,tort,statutory,200000,150000,1,trial,2023,True,0,False Claims Act qui tam whistleblower retaliation. Court awarded $150K statutory damages under 31 U.S.C. §3730(h)(1); reduced from $200K claim based on statutory cap for retaliation remedies under federal whistleblower provision.
BD-US-0023,US,tort,punitive,8000000,2000000,2,appeal,2021,True,0,Pharmaceutical product failure to warn. Jury awarded $8M punitive. Appellate court reduced to $2M under State Farm v Campbell and BMW v Gore (517 U.S. 559); applied 4:1 ratio with $500K compensatory. Affirmed on further review.
BD-US-0024,US,tort,compensatory,6000000,4200000,2,appeal,2022,True,0,Workplace wrongful death from defective industrial equipment. Estate claimed $6M. Appellate court affirmed $4.2M under Restatement (Second) of Torts §903; included $2M economic and $2.2M non-economic damages. Punitive claim denied.
BD-US-0025,US,tort,emotional_distress,1200000,500000,2,appeal,2020,True,0,Negligent infliction of emotional distress by healthcare provider. Trial court awarded $1.2M. Appellate court reduced to $500K under Restatement (Second) of Torts §313; found zone of danger rule applied but damages excessive.
BD-US-0026,US,tort,compensatory,3200000,2100000,1,trial,2023,True,0,Motorcycle collision with municipal vehicle. Plaintiff claimed $3.2M for traumatic brain injury. Court awarded $2.1M under state tort law and Restatement (Second) of Torts §906; reduced for failure to mitigate with helmet use.
BD-US-0027,US,tort,punitive,2500000,750000,2,appeal,2024,False,500000,Insurance bad faith claim. Trial court awarded $2.5M punitive. Appellate court reduced to $750K under State Farm v Campbell; found 5:1 ratio acceptable with $150K compensatory. Gap reflects trial-to-appeal reduction.
BD-US-0028,US,tort,compensatory,900000,650000,2,appeal,2021,True,0,Dog bite and premises liability. Plaintiff claimed $900K for facial scarring and reconstructive surgery. Appellate court affirmed $650K under Restatement (Second) of Torts §509; found owner had knowledge of dangerous propensity.
BD-US-0029,US,tort,statutory,500000,400000,1,trial,2022,True,0,Anti-discrimination retaliation under 42 U.S.C. §1981a. Court awarded $400K statutory compensatory damages; reduced from $500K claim due to Title VII statutory cap for employer size under 42 U.S.C. §1981a(b)(3).
BD-US-0030,US,tort,compensatory,18000000,12500000,2,appeal,2019,True,0,Aviation wrongful death multi-plaintiff. Estates claimed $18M total. Appellate court affirmed $12.5M under Warsaw Convention limitations and state tort law; apportioned among decedents under Restatement (Second) of Torts §906.
BD-US-0031,US,ip,statutory,90000,45000,1,trial,2024,True,0,Copyright infringement of photographic works. Plaintiff elected statutory damages under 17 U.S.C. §504(c); court awarded $45K for 3 works ($15K per work) within $30K non-willful statutory range per work.
BD-US-0032,US,ip,statutory,300000,180000,2,appeal,2023,True,0,Music sampling copyright infringement. Plaintiff elected statutory damages under 17 U.S.C. §504(c)(1); appellate court affirmed $180K for 6 works at $30K per work (non-willful ceiling). Innocent infringement defense rejected.
BD-US-0033,US,ip,lost_profits,25000000,15000000,2,appeal,2021,True,0,Patent infringement pharmaceutical compound. Patentee claimed lost profits of $25M. Court applied Panduit test under 35 U.S.C. §284; reduced to $15M based on market share and non-infringing alternatives. Appellate court affirmed.
BD-US-0034,US,ip,statutory,600000,300000,1,trial,2022,False,300000,Willful copyright infringement of software code. Plaintiff elected statutory damages under 17 U.S.C. §504(c)(2); court awarded $300K for 2 works at $150K per work (willful statutory maximum). Defendant challenged willfulness finding.
BD-US-0035,US,ip,compensatory,8000000,4800000,2,appeal,2020,True,0,Trademark counterfeiting and dilution. Plaintiff claimed $8M actual damages. Appellate court affirmed $4.8M under 15 U.S.C. §1117(a); included lost profits and corrective advertising costs. Enhanced damages denied under §1117(b).
BD-US-0036,US,ip,attorney_fees,350000,280000,1,trial,2024,True,0,Copyright infringement prevailing plaintiff fees. Court awarded $280K attorney fees under 17 U.S.C. §505; reduced from $350K claim for block-billing and excessive paralegal rates. Fee-shifting under Copyright Act discretionary standard.
BD-US-0037,US,ip,statutory,150000,75000,1,trial,2023,True,0,"Copyright infringement of literary work. Plaintiff elected statutory damages under 17 U.S.C. §504(c); court awarded $75K for single work, at mid-range of $750-$30K non-willful statutory scale. Innocent infringement defense partially accepted."
BD-US-0038,US,ip,lost_profits,120000000,85000000,2,appeal,2022,True,0,Semiconductor patent reasonable royalty/lost profits hybrid. Plaintiff claimed $120M under 35 U.S.C. §284. Court applied Georgia-Pacific factors; awarded $85M as reasonable royalty plus partial lost profits. Appellate court affirmed apportionment.
BD-US-0039,US,ip,statutory,450000,225000,1,trial,2021,True,0,Architectural plans copyright infringement. Plaintiff elected statutory damages under 17 U.S.C. §504(c)(1); court awarded $225K for 15 works at $15K per work (non-willful). Defendant's innocent use defense rejected.
BD-US-0040,US,ip,compensatory,50000000,32000000,2,appeal,2023,True,0,Trade secret misappropriation (software algorithm). Plaintiff claimed $50M under DTSA and state UTSA. Court awarded $32M based on unjust enrichment and reasonable royalty. Appellate court affirmed damages methodology under 18 U.S.C. §1836(b)(3)(A).
BD-US-0041,US,corporate,compensatory,8000000,5600000,2,appeal,2022,True,0,Shareholder derivative action for breach of fiduciary duty. Court awarded $5.6M corporate damages under Delaware DGCL § 220 inspection rights and § 251 merger context; derivative recovery restored to corporation under Zapata v Maldonado doctrine.
BD-US-0042,US,corporate,lost_profits,15000000,9000000,1,trial,2023,True,0,Securities fraud class action under Securities Act § 11 and Exchange Act § 10(b). Lead plaintiff claimed $15M. Court awarded $9M based on inflation-in-damages model; reduced for failure to prove loss causation for subset of trades under Dura Pharmaceuticals v Broudo (544 U.S. 336).
BD-US-0043,US,corporate,attorney_fees,2200000,1650000,2,appeal,2021,True,0,Appraisal rights proceeding under Delaware DGCL § 262. Court awarded $1.65M attorney fees from corporation; reduced from $2.2M claim using Delaware's Sugarland factors. Merger fair value previously set at $85 per share.
BD-US-0044,US,corporate,punitive,5000000,1500000,2,appeal,2020,False,1000000,Corporate fraud against minority shareholders. Trial court awarded $5M punitive. Appellate court reduced to $1.5M under State Farm v Campbell and Delaware corporate standards; found ratio of 3:1 appropriate with $500K compensatory. Gap reflects trial-to-appeal reduction.
BD-US-0045,US,corporate,compensatory,12000000,7200000,1,trial,2024,True,0,Proxy statement fraud under SEC Rule 14a-9. Shareholders claimed $12M. Court awarded $7.2M based on merger price differential; reduced for failure to prove entire fairness standard under Kahn v MFW framework.
BD-US-0046,US,labor,liquidated_damages,180000,360000,1,trial,2023,True,0,FLSA overtime wage violation. Employee claimed $180K unpaid overtime. Court awarded $360K total under 29 U.S.C. §216(b) (double damages); employer failed to prove good faith defense under 29 U.S.C. §260.
BD-US-0047,US,labor,compensatory,2500000,1500000,2,appeal,2022,True,0,Title VII hostile work environment and retaliation. Plaintiff claimed $2.5M. Appellate court affirmed $1.5M under 42 U.S.C. §1981a; included $500K compensatory and $1M punitive within statutory caps for employer size under §1981a(b)(3).
BD-US-0048,US,labor,liquidated_damages,450000,900000,2,appeal,2021,True,0,FLSA minimum wage and overtime collective action. Plaintiffs claimed $450K unpaid wages. Court awarded $900K under 29 U.S.C. §216(b) including liquidated damages; appellate court affirmed double damages as employer failed good faith defense under §260.
BD-US-0049,US,labor,attorney_fees,380000,300000,1,trial,2024,True,0,FLSA prevailing plaintiff attorney fees. Court awarded $300K under 29 U.S.C. §216(b); reduced from $380K claim using lodestar method and Johnson factors. Court found 20% reduction for excessive staffing on routine tasks.
BD-US-0050,US,labor,compensatory,800000,520000,2,appeal,2023,True,0,ADA disability discrimination and failure to accommodate. Plaintiff claimed $800K. Appellate court affirmed $520K under 42 U.S.C. §1981a and ADA §102(a); included back pay and front pay with statutory cap adjustment for employer size.
BD-US-0051,US,contract,compensatory,150000,82000,1,trial,2015,True,0,UCC §2-715 allows buyer's consequential damages for breach of sales contract; reduced by court due to failure to mitigate under cover doctrine.
BD-US-0052,US,contract,liquidated_damages,500000,350000,1,trial,2018,True,0,Liquidated damages clause enforced under UCC §2-302 unconscionability review; reduced 30% as penalty-like provision.
BD-US-0053,US,contract,lost_profits,2200000,1100000,2,appeal,2012,False,420000,Hadley v Baxendale (1854) foreseeability rule applied; appellate court excluded remote lost profits from downstream contracts.
